AVERAGE_GENE_EXPRESSION	r1_C0	r1_C1	r1_C2	r1_C3	r1_C4	r1_C5	r1_C6	r1_C7	r1_C8	r1_C9	r1_C10	r1_C11
Hs6st1	0.220804907648096	0.018676976396294	0	0.390973909815561	0.0859140914229523	0.468622316852467	0.103096909707543	0.0350669760910009	0.190920203162116	0	0.0660877626330402	0
Uggt1	0.581923121337193	0.200185096718956	0.326173023209881	0.621811929431403	3.42865906125925	0.544744190590032	1.08565888529242	1.02447033970589	0.545867764213819	0	0.734059112430295	6.54511339829424
Neurl3	0	0.106800214737486	0.0256459974396872	10.2197246804905	0	6.21720167388812	0	0.340790756524182	1.65390542184811	0	8.45122563411422	0
Arid5a	0.113175505728508	0.0694462619448984	0.179521982077811	0.13857111519831	0	0.451019727219538	0.137462546276724	0.0350669760910009	0.272933882106909	0	0.13217552526608	0.786049580467899
4632411B12Rik	0.336918005580205	0.0933848819814698	0.447178066902265	0.566383483352079	0.548557048741072	0.326053776058881	0.633584246218216	0.375857732615183	0.463854085269026	0	0.0660877626330402	0.579855761052814
Lman2l	0.185304903069113	0	0.205167979517498	0.483240814233093	0.257742274268857	0.241130607504851	0.171828182845905	0.105200928273003	0.190920203162116	0	0.13217552526608	0
Cnnm4	0.067383601116041	0.0373539527925879	0.121005043692384	0.055428446079324	0	0.147406144134358	0.274925092553447	0	0.047730050790529	0.0592510975330705	0.0660877626330402	0
Cnnm3	0.214250907402569	0.0560309291888819	0.370240074583203	0.110856892158648	0.249674420687098	0.156207438950822	0.496121699941492	0.0350669760910009	0.416124034478497	0	0	0.0687312731383618
Ankrd23	0	0	0.0769379923190617	0	0.249674420687098	0	0	0	0.0954601015810581	0	0	0
Ankrd39	0.271342608485126	0.12547719113378	0.300527025770194	0.0831426691189861	0.0572760609486348	0.0937244633704934	0.0687312731383618	0.140267904364004	0.272933882106909	0	0	0.137462546276724
Sema4c	1.00712008639596	0.330923931493014	0.955625860400975	0.304856453436282	0.0859140914229523	0.334855070875345	0.830096641335191	1.43706099481216	13.1098482167314	0	0	0.461756063372311
Fam178b	0.0336918005580205	0	0.0256459974396872	0	0	0.0624829755803289	0.103096909707543	0	0	0	0	0.0687312731383618
Cox5b	30.0165630366952	22.6551755279662	87.2543933605331	2795.8477685521	188643251398.406	816.225274480402	171.396788317913	32.6550858778366	15401.6917852355	0.0592510975330705	319.877596785786	3019.60444894343
Actr1b	0.531385420500162	0.224123716755528	0.447178066902265	0.344669699034783	0.200466213320222	0.504701407983403	0.540168760808784	0.410924708706184	0.511584136059555	0.0592510975330705	0.0660877626330402	0.274925092553447
Zap70	0	0	0	0	0	0	0	0	0	0.0592510975330705	0.198263287899121	0
Tmem131	0.231096807681579	0.168092787566646	0.696413097793085	0.76467446694814	0.6836793475309	0.468622316852467	0.496121699941492	0.50624663259336	1.36466941053455	0	0.13217552526608	1.04161182442513
Inpp4a	0.214250907402569	0.269631358663855	0.0512919948793745	0.352477299275194	0.682318824637495	0.428579534245838	0.274925092553447	0.340790756524182	0.832248068956993	0	0	0.832152750065869
6330578E17Rik	0.440601918859585	0.0933848819814698	0.28210597183656	0.586290106151329	1.28008408074544	1.67546344832529	0.643265670516327	0.280535808728007	0.511584136059555	0.0592510975330705	0.264351050532161	0.0687312731383618
